Match_ID,Date,Sport,Country,Team,Player,Opponent,Venue,Matches_Played,Goals_or_Runs,Assists_or_Wickets,Win_Percentage,Fan_Attendance,Revenue_USD,Sponsorship_USD,Social_Media_Engagement,Ranking,MVP_Awards,Injury_Status,Season,Ticket_Price_USD
MATCH1422,21-02-2025,Olympics,India,Team USA,Novak Djokovic,Villa Inc,Stadium A,25,115,20,88.23,63006,2303684.63,70555.29,9349314,85,9,Recovering,2023,250.83
MATCH1423,02-01-2025,Cricket,France,England,Rafael Nadal,"Peterson, Contreras and Allen",Stadium A,37,172,31,72.81,94833,2701568.01,942287.67,9443080,21,16,Fit,2024,139.06
MATCH1424,23-09-2024,Olympics,Germany,Japan Olympic Team,LeBron James,Cardenas Group,National Ground,4,7,37,23.61,53026,1750895.17,1485403.98,461304,98,20,Minor Injury,2024,57.7
MATCH1425,26-02-2024,Basketball,Germany,Celtics,Lionel Messi,"Cannon, Lopez and Hansen",Arena B,16,60,41,44.97,16133,4552841.2,135672.97,5125582,15,10,Fit,2023,273.82
MATCH1426,04-11-2024,Football,France,PSG,Erling Haaland,Valentine PLC,Sports Complex,27,68,1,75.68,82068,120959.89,636446.09,9578944,50,10,Recovering,2023,406.08
MATCH1427,11-12-2023,Football,Argentina,Barcelona,Kylian Mbappe,"Johnson, Kelly and Velasquez",National Ground,11,157,19,49.07,62146,1016775.55,1272711.18,1273679,69,6,Minor Injury,2024,33.29
MATCH1428,03-04-2025,Olympics,England,Japan Olympic Team,Erling Haaland,Thompson-Mercado,Stadium A,46,148,6,67.35,40830,345676.18,1603365.41,7983680,55,6,Minor Injury,2023,329.25
MATCH1429,03-04-2025,Basketball,Australia,Nets,Novak Djokovic,Griffin LLC,Sports Complex,21,51,26,52.18,86915,2581692.47,1344762.7,9196574,24,0,Recovering,2025,262.95
MATCH1430,26-05-2024,Cricket,England,CSK,Rafael Nadal,Thomas-Jordan,National Ground,41,136,39,88.22,61849,4673833.31,1454597.06,1014647,67,6,Minor Injury,2024,82.39
MATCH1431,14-05-2025,Cricket,France,England,Novak Djokovic,"Rogers, Cook and Snyder",National Ground,5,162,13,87.68,39987,4120316.42,1293855.09,4312460,88,19,Fit,2024,126.86
MATCH1432,29-01-2023,Cricket,England,Australia,LeBron James,Neal Ltd,Olympic Park,32,143,27,53.76,9850,1017932.64,549060.37,498919,34,8,Recovering,2025,96.23
MATCH1433,12-03-2025,Football,India,PSG,Lionel Messi,Williams-Wilson,Stadium A,21,154,19,89.37,58347,4484898.49,1344985.79,1525088,51,4,Fit,2023,289.78
MATCH1434,18-06-2024,Olympics,Japan,Team USA,Kylian Mbappe,Golden-Choi,National Ground,32,23,15,67.99,46079,1653136.7,1170730.81,6552286,96,7,Minor Injury,2023,80.7
MATCH1435,09-10-2023,Cricket,Argentina,Australia,Novak Djokovic,Small-Chang,National Ground,38,14,31,62.68,96700,4744067.34,636397.44,7119870,61,7,Minor Injury,2023,187.87
MATCH1436,22-01-2023,Basketball,Japan,Celtics,Lionel Messi,"Jackson, Ferguson and Austin",Stadium A,45,171,15,40.24,55422,1553249.82,1917174.81,6097698,88,3,Recovering,2023,430.25
MATCH1437,07-02-2024,Tennis,Australia,ATP Tour,LeBron James,Wilcox-King,Stadium A,49,60,19,36.83,26001,4580295.1,1264548.64,6826395,5,8,Fit,2024,240.83
MATCH1438,04-01-2025,Tennis,France,Grand Slam,Cristiano Ronaldo,Blake Ltd,Arena B,45,66,32,25.31,60164,3014558.55,1627788.96,5492263,59,0,Fit,2025,324.38
MATCH1439,04-01-2023,Tennis,France,WTA Tour,Rohit Sharma,Summers Ltd,National Ground,21,147,5,28.87,37716,2586665.8,1939480.85,2192597,77,13,Minor Injury,2024,244.4
MATCH1440,27-06-2023,Cricket,Japan,England,Stephen Curry,Davis Group,National Ground,13,21,26,49.41,56576,4383186.16,1889790.52,9579565,29,0,Fit,2025,327.08
MATCH1441,18-04-2024,Cricket,England,India,LeBron James,Wells PLC,Arena B,4,102,39,54.31,39099,754763.49,1916275.56,2864188,73,3,Fit,2025,267.66
MATCH1442,02-05-2023,Tennis,England,Davis Cup,Rohit Sharma,"Swanson, Craig and Wagner",Arena B,18,73,47,59.53,22065,2162229.86,417178.88,3626607,37,6,Minor Injury,2023,210.18
MATCH1443,25-10-2023,Cricket,Australia,India,Rohit Sharma,"Mora, Wallace and Evans",Sports Complex,29,63,23,66.63,89834,2296238.92,25588.88,2244807,42,12,Recovering,2023,359.53
MATCH1444,16-03-2023,Tennis,USA,Grand Slam,Kylian Mbappe,"Buckley, Silva and Johnson",Stadium A,4,85,15,57.67,51439,4983729.79,1878947.27,773562,1,8,Recovering,2025,196.66
MATCH1445,16-05-2023,Tennis,Spain,Grand Slam,Lionel Messi,Wilson-Haney,Sports Complex,12,66,10,60.3,49456,4390704.79,268179.47,5333702,91,16,Minor Injury,2023,137.6
MATCH1446,11-05-2023,Basketball,Argentina,Lakers,LeBron James,"Fischer, Middleton and Martin",National Ground,28,72,16,69.03,39571,2589693.7,874371.86,2777969,41,15,Fit,2025,427.99
MATCH1447,13-07-2023,Tennis,Brazil,ATP Tour,Lionel Messi,Mann-Rasmussen,Arena B,12,9,30,40.82,97531,2340992.87,236467.97,8313225,6,14,Minor Injury,2025,284.82
MATCH1448,26-04-2023,Tennis,Brazil,Davis Cup,Cristiano Ronaldo,Rivera-Roy,National Ground,6,52,18,34.45,27058,3752183.89,1646030.65,9459723,85,18,Fit,2025,499.02
MATCH1449,24-02-2025,Football,Japan,Bayern Munich,Virat Kohli,Mccarthy PLC,Olympic Park,5,63,49,59.85,17360,4437964.81,56794.53,2056668,51,11,Recovering,2023,420.12
MATCH1450,25-03-2023,Cricket,Argentina,India,Rafael Nadal,Taylor-Reynolds,Olympic Park,41,68,38,72.64,48178,4849154.86,1314064.65,7611790,42,18,Fit,2023,433.01
MATCH1451,28-03-2025,Basketball,India,Celtics,Cristiano Ronaldo,"Blackwell, Burke and Rogers",Sports Complex,39,97,5,51.91,28332,1207999.86,1542900.59,6702721,12,0,Fit,2023,200.37
MATCH1452,24-10-2024,Tennis,Brazil,Grand Slam,Cristiano Ronaldo,Washington and Sons,National Ground,32,110,47,84.51,45645,4519634.02,1209009.65,6033763,86,3,Minor Injury,2025,107.94
MATCH1453,02-05-2024,Tennis,Australia,Davis Cup,Erling Haaland,"Mullins, Colon and Rodriguez",Sports Complex,28,23,48,53.8,53265,3073200.24,871041.32,7157380,12,1,Recovering,2024,486.9
MATCH1454,22-05-2024,Cricket,Spain,Australia,Kylian Mbappe,"Lopez, Hendrix and Thompson",Stadium A,19,119,27,26.33,67601,1508962.34,1968451.53,5050020,32,16,Minor Injury,2024,288.58
MATCH1455,16-02-2023,Olympics,Spain,Team USA,Cristiano Ronaldo,"Pham, Woods and Banks",Sports Complex,28,105,6,57.17,99412,2846706.27,510493.76,4285844,75,2,Recovering,2023,65.83
MATCH1456,16-03-2025,Tennis,Brazil,WTA Tour,Novak Djokovic,David-Hopkins,Stadium A,6,106,45,43.81,81966,3623232.48,1515921.76,7558873,80,8,Minor Injury,2023,113.42
MATCH1457,23-09-2023,Football,USA,Bayern Munich,Novak Djokovic,Flores-Maldonado,Sports Complex,2,1,25,29.33,27509,3282446.85,923025.22,6806309,85,19,Recovering,2024,158.37
MATCH1458,08-12-2024,Olympics,France,China Olympic Team,LeBron James,Myers and Sons,Stadium A,9,34,0,35.26,7082,3483201.89,380501.1,459886,27,15,Recovering,2023,328.37
MATCH1459,30-03-2023,Tennis,Australia,WTA Tour,Rafael Nadal,Nicholson-Gray,Arena B,31,108,1,29.32,24978,3696518.1,893305.57,8147735,61,0,Minor Injury,2025,128.89
MATCH1460,29-04-2025,Basketball,France,Nets,Lionel Messi,Baker-Johnson,National Ground,1,26,40,87.81,61595,4897639.82,1697989.44,9718325,77,17,Minor Injury,2023,248.87
MATCH1461,26-08-2023,Tennis,India,Davis Cup,Kylian Mbappe,Hartman Inc,Stadium A,28,147,20,64.26,40107,4465457.21,837189.23,7951293,15,15,Recovering,2025,179.91
MATCH1462,15-06-2023,Tennis,Australia,ATP Tour,Rohit Sharma,Turner-Collins,Olympic Park,23,112,14,60.61,82025,4546260.07,681610.23,7869576,17,9,Recovering,2025,201.28
MATCH1463,26-03-2025,Tennis,Argentina,Grand Slam,Virat Kohli,"Mendoza, Drake and Mcclain",Sports Complex,14,72,44,79.94,92432,2419619.93,350715.75,2632515,78,15,Fit,2024,472.1
MATCH1464,29-08-2023,Tennis,England,Grand Slam,Kylian Mbappe,Schultz-Benitez,Stadium A,2,91,16,48.56,25788,881826.83,1719626.04,8456974,5,2,Minor Injury,2024,65.84
MATCH1465,29-07-2024,Cricket,England,India,Rafael Nadal,Duncan-Pacheco,National Ground,22,200,22,81.55,78010,1344781.27,306600.86,8656766,78,3,Recovering,2023,464.05
MATCH1466,11-05-2025,Tennis,USA,Davis Cup,Cristiano Ronaldo,Patterson-Garcia,Sports Complex,40,200,6,85.89,10501,2541455.58,338257.37,1990707,27,11,Fit,2025,153.14
MATCH1467,20-01-2025,Tennis,USA,Davis Cup,Virat Kohli,Sharp-Rose,National Ground,22,35,7,87.89,62554,4848486.97,1539592.5,120521,32,15,Minor Injury,2024,257.46
MATCH1468,17-01-2024,Football,France,Manchester City,Stephen Curry,Hernandez LLC,Arena B,10,192,48,62.37,34908,698591.72,860501.58,6877070,59,16,Recovering,2024,472.43
MATCH1469,27-02-2025,Tennis,India,WTA Tour,Kylian Mbappe,Hudson-Rivera,Stadium A,6,86,20,52.13,26538,2176020.67,789566.2,632329,85,20,Fit,2025,38.33
MATCH1470,05-03-2024,Olympics,France,China Olympic Team,Kylian Mbappe,Clark-Brady,National Ground,47,190,20,92.74,6035,4136747.74,1800916,2473932,90,12,Minor Injury,2025,110.52
MATCH1471,15-12-2024,Olympics,Germany,Japan Olympic Team,Novak Djokovic,Hawkins Group,Arena B,20,21,2,62.99,56117,3628242.42,1481404.18,2124023,67,17,Minor Injury,2023,55.48
MATCH1472,17-06-2024,Olympics,Germany,China Olympic Team,Virat Kohli,Daniels Group,Stadium A,2,138,37,40.7,44838,3635281.14,1973974.63,1862907,94,1,Minor Injury,2024,317.22
MATCH1473,18-02-2023,Basketball,USA,Lakers,Rafael Nadal,Shaw-Baker,National Ground,37,188,0,56.25,35945,4028883.93,1978055.16,9499146,92,20,Recovering,2025,423.8
MATCH1474,03-11-2023,Cricket,Australia,England,Erling Haaland,Haynes-Rose,Arena B,46,96,33,79,18792,1645956.35,1166826.25,6071063,59,3,Fit,2025,218.59
MATCH1475,05-04-2023,Tennis,India,ATP Tour,Novak Djokovic,"Richards, Marsh and Anderson",Arena B,31,54,28,26.25,93712,2636015.46,1178537.72,8716452,100,12,Minor Injury,2025,254.43
MATCH1476,06-12-2024,Tennis,Argentina,Davis Cup,Novak Djokovic,Baker PLC,Arena B,10,129,8,58.78,64993,655632.09,1410526.75,8887514,16,6,Minor Injury,2024,25.98
MATCH1477,14-01-2024,Cricket,USA,CSK,Erling Haaland,Simmons Ltd,Olympic Park,8,30,23,65.74,10279,2618659.72,239895.72,5125785,48,9,Minor Injury,2024,23.71
MATCH1478,13-03-2025,Cricket,Japan,Australia,Novak Djokovic,Blackwell Group,Stadium A,20,72,13,34.65,69067,20407.91,1097336.91,1143544,6,13,Minor Injury,2025,161.75
MATCH1479,11-03-2025,Tennis,France,Grand Slam,Rafael Nadal,Rivera-Ortiz,Sports Complex,9,195,8,60.38,65415,3810777.12,1336105.39,2509513,94,10,Fit,2025,335.61
MATCH1480,27-08-2023,Tennis,France,Davis Cup,Stephen Curry,Hoffman Inc,Sports Complex,3,171,28,78.87,89661,451764.16,335401.49,426143,74,20,Recovering,2024,284.91
MATCH1481,29-03-2023,Football,England,Bayern Munich,Erling Haaland,Ritter Group,Sports Complex,37,193,3,96.58,73387,955085.41,954292.21,323131,16,17,Fit,2023,144.73
MATCH1482,29-04-2025,Cricket,Japan,Australia,Rafael Nadal,"Smith, Giles and Bass",Stadium A,35,155,20,52.14,10896,2462450.47,1868028.32,5713524,56,5,Minor Injury,2023,431.23
MATCH1483,21-09-2023,Basketball,USA,Bulls,Cristiano Ronaldo,Welch-Lynch,Stadium A,35,43,18,31.52,38496,3843840.41,312683.6,6842964,87,5,Fit,2025,480.95
MATCH1484,31-12-2024,Cricket,India,India,LeBron James,Dixon Inc,Olympic Park,7,81,9,53.03,47495,1297092.11,1883447.14,2039477,7,6,Fit,2025,297.15
MATCH1485,28-04-2023,Tennis,Australia,Davis Cup,Lionel Messi,Crawford-Jacobs,National Ground,30,141,26,25.24,8788,2043394.01,471312.21,322439,35,17,Recovering,2025,59.74
MATCH1486,08-11-2023,Olympics,Japan,India Olympic Team,Novak Djokovic,"James, Villarreal and Gonzalez",Olympic Park,6,162,32,36.28,23660,1872793.05,1970690.89,4123127,69,13,Recovering,2024,30.48
MATCH1487,30-10-2024,Tennis,Brazil,Grand Slam,Lionel Messi,"Perry, Tucker and Martin",Stadium A,31,69,38,40.07,94128,1906966.04,706078.75,3579422,75,16,Minor Injury,2023,89.09
MATCH1488,04-11-2023,Olympics,USA,Team USA,Novak Djokovic,"Montgomery, Mason and Jones",Stadium A,9,185,35,99.91,61618,1062142.38,1012116.4,5350253,88,10,Recovering,2024,490.02
MATCH1489,09-09-2023,Tennis,Germany,Grand Slam,Stephen Curry,Tate-Savage,Arena B,30,153,21,21.27,95681,677291.47,1844904.27,8004829,1,0,Recovering,2023,212.45
MATCH1490,05-07-2024,Tennis,USA,Davis Cup,Cristiano Ronaldo,Reeves-Dodson,Sports Complex,2,171,28,73.78,51267,4860474.75,755871.02,6015668,50,5,Recovering,2023,71.13
MATCH1491,31-03-2024,Basketball,India,Warriors,Rohit Sharma,"Rosario, Moody and Huang",Stadium A,49,71,43,93.71,51900,965643.27,1633480.24,5096491,92,7,Fit,2024,483.98
MATCH1492,19-05-2024,Football,Japan,Manchester City,Rohit Sharma,"Gallagher, Martinez and Silva",Stadium A,13,163,25,28.88,41352,2849820.13,990552.59,9267419,25,18,Recovering,2025,305.46
MATCH1493,25-08-2024,Cricket,Brazil,India,Cristiano Ronaldo,Shaw Inc,Arena B,17,145,14,90.48,40956,967339.22,1357567.54,8951274,79,8,Recovering,2025,442.72
MATCH1494,18-10-2024,Football,India,PSG,Stephen Curry,"Young, Mitchell and Lewis",Olympic Park,27,70,7,74.41,66156,2482917.83,1036927.54,739216,93,7,Fit,2024,460.01
MATCH1495,20-11-2023,Olympics,India,Japan Olympic Team,Novak Djokovic,"Carr, Powers and Wall",Arena B,22,20,36,84.61,34573,4890697.1,850521.41,1258902,32,6,Fit,2024,162.29
MATCH1496,06-05-2024,Football,France,Real Madrid,Lionel Messi,Wade-Brown,Sports Complex,41,85,16,39.77,67072,1199412.47,684899.93,923231,43,16,Fit,2023,390.12
MATCH1497,21-02-2025,Olympics,USA,Japan Olympic Team,Rafael Nadal,"Barker, Smith and Todd",Sports Complex,8,21,3,93.34,54465,1573264.38,1696145.83,1100992,17,1,Minor Injury,2023,157.72
MATCH1498,15-04-2023,Tennis,India,ATP Tour,Kylian Mbappe,"Martinez, Cole and Benitez",Stadium A,19,97,25,27.67,58884,1173228.8,1201153.83,187948,59,12,Minor Injury,2024,441.17
MATCH1499,14-12-2023,Olympics,India,Team USA,Rafael Nadal,"King, Lucero and Bond",Sports Complex,22,150,12,28.64,6610,2979923.79,139751.22,3258312,74,4,Recovering,2025,135.58
MATCH1500,12-01-2025,Tennis,Japan,Davis Cup,Rafael Nadal,"Davenport, Martinez and Taylor",Arena B,16,35,2,24.84,45850,2926766.25,1028685.85,6011942,40,18,Recovering,2023,82.23
MATCH1501,18-12-2023,Basketball,Australia,Nets,Stephen Curry,Blankenship-Ryan,Stadium A,34,150,42,74.26,12512,1194562.9,1639271.66,9396012,7,13,Minor Injury,2023,488.49
MATCH1502,16-12-2023,Cricket,England,India,Rafael Nadal,"Butler, Hampton and Walls",Olympic Park,39,177,21,88.16,79199,4815693.8,1234125.76,7034541,43,5,Fit,2024,439.29
MATCH1503,13-08-2023,Football,India,PSG,Rohit Sharma,Davis PLC,Arena B,30,159,13,39.12,48452,4038283.82,754944.05,6726130,24,0,Minor Injury,2023,46.13
MATCH1504,28-04-2023,Football,Brazil,Bayern Munich,LeBron James,"Franklin, Mann and Richards",Olympic Park,13,161,37,93.02,52174,229085.08,64222.72,3328952,37,5,Fit,2024,362.23
MATCH1505,09-09-2023,Basketball,Brazil,Nets,Rohit Sharma,Murphy Ltd,Stadium A,12,67,6,21.68,93795,694845.24,1311464.05,1871751,44,6,Minor Injury,2024,127.67
MATCH1506,23-06-2024,Basketball,Japan,Warriors,Novak Djokovic,"Williams, Harris and Meyer",Stadium A,8,36,8,83.59,30124,2667448.01,1390236.02,5344342,77,13,Recovering,2023,461.3
MATCH1507,24-05-2025,Olympics,Spain,India Olympic Team,LeBron James,Johnson Group,Arena B,21,63,3,70.36,41709,4365528.94,1703747.76,9809273,63,6,Recovering,2023,394.49
MATCH1508,21-06-2023,Olympics,Spain,Team USA,Novak Djokovic,"Morgan, Lewis and Martin",Sports Complex,24,127,33,57.14,47182,3565309.5,1053323.96,8118379,92,15,Minor Injury,2024,294.78
MATCH1509,01-08-2023,Olympics,England,Team USA,Rohit Sharma,"Barnett, Steele and Smith",Olympic Park,16,101,13,44.48,54425,2861138.23,1871320.32,6286479,33,17,Fit,2023,378.3
MATCH1510,15-06-2024,Basketball,Germany,Bulls,Rohit Sharma,"Burns, Stewart and Cole",Sports Complex,3,119,32,69.69,60850,2261244.5,867848.8,6175827,64,10,Minor Injury,2024,22.11
MATCH1511,29-09-2023,Tennis,USA,WTA Tour,Stephen Curry,"Chavez, Mahoney and Richardson",Stadium A,19,128,32,63.73,15244,3931507.75,1853578.81,1661030,16,2,Minor Injury,2023,277.55
MATCH1512,22-11-2024,Basketball,Germany,Warriors,LeBron James,"Walsh, Davis and Hunt",National Ground,48,196,43,87.64,29987,3531156.76,1996001.43,9122136,34,0,Minor Injury,2024,412.93
MATCH1513,21-04-2025,Tennis,Japan,Davis Cup,Lionel Messi,Baker-Koch,Olympic Park,42,131,48,96.12,57101,1145616.68,1448055.1,3531118,61,7,Recovering,2025,395.13
MATCH1514,15-12-2023,Tennis,USA,Davis Cup,Stephen Curry,"Brown, Wilkerson and Garcia",Arena B,28,197,44,53.42,62498,2255359.96,1119101.4,6296425,18,18,Fit,2024,472.24
MATCH1515,09-04-2025,Football,Germany,PSG,Stephen Curry,Cline-Powell,Arena B,27,108,43,80.21,95507,2692643.99,655528.63,399899,73,1,Fit,2023,488.85
MATCH1516,06-10-2024,Basketball,Japan,Nets,Erling Haaland,Mcgee Ltd,Sports Complex,26,97,13,95.9,13350,2677108,380735.66,1832649,43,18,Minor Injury,2025,448.42
MATCH1517,17-04-2023,Football,Spain,Barcelona,Virat Kohli,"Cox, Hodge and Williams",Stadium A,45,154,31,22.15,31083,356760.27,1926174.14,4771669,27,7,Minor Injury,2025,266.95
MATCH1518,13-01-2024,Tennis,Spain,ATP Tour,Lionel Messi,"Evans, Diaz and Edwards",Arena B,21,105,25,32.56,19515,654396.97,839734.34,1163651,50,6,Fit,2023,161.78
MATCH1519,10-09-2024,Tennis,Japan,WTA Tour,LeBron James,Lowe-Schmidt,Sports Complex,13,128,45,74.79,41102,1016496.62,1982214.8,7488135,9,12,Recovering,2023,267.67
MATCH1520,16-04-2024,Olympics,Argentina,Japan Olympic Team,Erling Haaland,"Stafford, Powell and Gonzalez",Stadium A,48,23,18,71.7,64809,1740441.38,1686065.75,5000361,51,19,Fit,2024,132.08
MATCH1521,13-04-2024,Olympics,France,Japan Olympic Team,Virat Kohli,White-Curtis,Sports Complex,7,100,44,95.65,36417,4428853.67,320074.79,9031738,38,2,Recovering,2025,363.98
MATCH1522,26-02-2024,Cricket,Spain,Pakistan,Cristiano Ronaldo,"Hicks, Watts and Wilson",National Ground,5,193,6,60.35,47731,2056379.38,333854.02,3489126,65,1,Minor Injury,2023,45.87
MATCH1523,18-12-2023,Tennis,France,Davis Cup,Rohit Sharma,Garza Group,Olympic Park,3,2,16,29.17,22888,1642280.71,1498608.68,8142910,60,2,Fit,2025,331.94
MATCH1524,27-04-2024,Tennis,Australia,WTA Tour,Virat Kohli,Stanley-Clark,Arena B,2,155,6,34.18,21272,2677922.63,784744.76,1311665,86,0,Recovering,2024,85.21
MATCH1525,10-08-2023,Basketball,India,Warriors,Kylian Mbappe,Carson Ltd,Arena B,29,178,3,86.92,73534,3208650.82,1434238.81,1734585,50,9,Minor Injury,2023,303.12
MATCH1526,24-02-2025,Football,England,PSG,Rohit Sharma,"Lee, Koch and Martinez",National Ground,16,51,5,21.28,8662,4946560.22,677547.7,3233772,88,2,Fit,2023,400.49
MATCH1527,15-02-2023,Cricket,France,Australia,Kylian Mbappe,"Crawford, Tate and Estrada",Stadium A,21,82,35,70.14,86877,1043525.38,1085696.79,7188640,16,7,Fit,2023,184.72
MATCH1528,16-02-2024,Cricket,Germany,India,Lionel Messi,Bell-Hood,Olympic Park,14,117,14,25.28,41497,3253225.53,741115.02,1139631,28,13,Minor Injury,2025,254.79
MATCH1529,21-03-2025,Football,Japan,Bayern Munich,Virat Kohli,Hughes LLC,National Ground,7,153,20,98.51,96267,1948941.55,1849484.04,2240219,43,5,Recovering,2025,165.8
MATCH1530,10-12-2023,Tennis,India,ATP Tour,Erling Haaland,Gilbert Inc,Sports Complex,29,97,32,71.25,35464,2522066.02,1410735.12,232997,30,0,Recovering,2023,161.34
MATCH1531,26-09-2024,Tennis,USA,WTA Tour,Lionel Messi,"Young, Hunt and Barnett",Arena B,24,127,18,36.16,54250,1029882.8,80623.9,7454490,95,10,Fit,2024,165.59
MATCH1532,21-03-2025,Football,France,Bayern Munich,LeBron James,Sullivan Group,Stadium A,15,187,21,47.42,31976,2701165.64,1813730.96,4176421,88,7,Recovering,2024,265.52
MATCH1533,06-10-2024,Cricket,India,Pakistan,Cristiano Ronaldo,Chandler-Johnston,Olympic Park,5,49,3,70.75,23550,4691989.89,255494.19,2923796,76,17,Fit,2023,258.64
MATCH1534,15-11-2023,Tennis,Brazil,Davis Cup,Rohit Sharma,Jefferson and Sons,Arena B,28,45,38,39.92,42401,2886344.93,1935612.99,3388948,35,15,Fit,2024,205.14
MATCH1535,27-03-2024,Cricket,France,Pakistan,Kylian Mbappe,"Robinson, Frank and Middleton",Sports Complex,48,110,48,32.47,68176,108857.27,765931.53,1406415,98,9,Recovering,2025,84.87
MATCH1536,25-01-2024,Cricket,Argentina,England,LeBron James,"Perez, Freeman and White",Olympic Park,19,96,35,68.48,14429,1672838.36,1431152.42,3293565,20,6,Fit,2023,432.21
MATCH1537,19-02-2024,Basketball,France,Bulls,Novak Djokovic,"Brown, Oliver and Hudson",National Ground,25,125,19,71.28,82110,365459.44,1770574.16,2098386,50,18,Fit,2023,383.85
MATCH1538,05-06-2024,Basketball,Argentina,Celtics,Stephen Curry,"Jones, Thomas and Washington",Stadium A,42,98,27,78.85,36765,2393850.54,1843329.75,6073525,81,0,Recovering,2025,326.21
MATCH1539,11-04-2024,Basketball,Brazil,Nets,LeBron James,Hurst Inc,Arena B,39,148,42,87.32,6617,592485.91,189150.08,6458284,51,18,Fit,2025,455.88
MATCH1540,29-04-2025,Tennis,France,WTA Tour,LeBron James,"Perez, Thomas and Arnold",National Ground,33,136,42,90.93,81818,1546814.54,826159.94,1501048,14,20,Recovering,2024,408.97
MATCH1541,05-02-2025,Basketball,France,Warriors,LeBron James,Long-Mason,Stadium A,11,125,0,27.75,96267,2095019.63,836600.44,4847546,94,13,Fit,2023,193.58
MATCH1542,13-05-2024,Cricket,Brazil,Australia,Kylian Mbappe,Wilson-Robinson,Stadium A,29,145,13,34.85,12730,3752079.52,1619311.36,3229293,34,13,Minor Injury,2025,457.36
MATCH1543,23-03-2023,Football,Australia,Barcelona,Cristiano Ronaldo,Riley-Charles,Olympic Park,8,70,4,47.37,81761,1181552.84,972962.73,1701296,2,1,Minor Injury,2023,336.01
MATCH1544,05-08-2023,Football,Spain,Real Madrid,Lionel Messi,Dickson Ltd,Olympic Park,39,133,48,41.27,68691,2371426.6,677374.79,7215036,44,11,Recovering,2024,499.73
MATCH1545,12-11-2024,Cricket,France,England,Novak Djokovic,"Stewart, Gonzalez and Anderson",Sports Complex,4,91,21,84.5,5404,2290027.1,1398125,2339735,4,19,Fit,2025,146.94
MATCH1546,07-04-2024,Cricket,Japan,England,Rafael Nadal,"Newton, Roberts and Martinez",Sports Complex,27,169,12,20.25,88633,4788160.24,1626175,289010,82,11,Fit,2025,169.51
MATCH1547,13-09-2024,Tennis,Argentina,WTA Tour,Novak Djokovic,Parker and Sons,Sports Complex,6,89,27,95.13,67406,4934488.6,1714914.5,1695367,94,12,Minor Injury,2025,105.59
MATCH1548,16-06-2025,Cricket,Japan,CSK,Kylian Mbappe,Friedman and Sons,Stadium A,9,127,50,26.97,93219,4981560.65,1974503.12,7841655,22,14,Fit,2024,334.69
MATCH1549,05-08-2023,Cricket,Brazil,Australia,Cristiano Ronaldo,Hunter Ltd,Stadium A,28,183,1,32.82,47795,4514216.11,1533786.1,3707296,93,8,Recovering,2024,476.24
MATCH1550,01-07-2024,Football,Argentina,Barcelona,Cristiano Ronaldo,Wiley-Klein,National Ground,15,147,49,93.91,13476,3223492.84,757135.59,6413032,84,20,Recovering,2024,406.14
MATCH1551,29-04-2023,Cricket,Australia,England,Cristiano Ronaldo,"Mahoney, Ward and Fields",Stadium A,6,87,47,67.38,29662,3725642.58,236631.92,6179603,17,10,Minor Injury,2025,371.09
MATCH1552,27-08-2024,Basketball,Spain,Lakers,Rohit Sharma,"Howell, Hill and Grant",Olympic Park,28,81,49,49.2,94037,4670286.57,256983.19,9921576,29,3,Minor Injury,2023,273.76
MATCH1553,29-05-2023,Tennis,Australia,Grand Slam,Rohit Sharma,Levine and Sons,Olympic Park,44,116,9,68.12,24119,3737829.06,1699009.3,586194,77,10,Minor Injury,2025,495.26
MATCH1554,18-05-2025,Football,Japan,Manchester City,Rafael Nadal,"Gonzalez, Mitchell and Wells",Arena B,32,74,45,97.32,12708,4905902.55,669623.37,3543501,94,7,Recovering,2025,35.76
MATCH1555,14-01-2025,Cricket,France,Pakistan,LeBron James,"Miller, Fowler and Tyler",Arena B,2,140,25,46.99,93853,2372373.88,699872.79,6575976,51,2,Recovering,2025,148.69
MATCH1556,08-02-2024,Cricket,USA,CSK,Virat Kohli,"Smith, Miller and Hanson",National Ground,49,148,3,87.98,98007,1527329.3,1310994.8,9693094,18,14,Recovering,2024,152.63
MATCH1557,12-08-2023,Cricket,England,Australia,Lionel Messi,"Johnson, Roberts and Howard",National Ground,47,147,6,74.27,24346,1889013.41,1965487.59,2832312,8,3,Minor Injury,2024,98.02
MATCH1558,11-06-2024,Football,Germany,Real Madrid,Erling Haaland,Evans Inc,Olympic Park,10,160,46,52.32,9455,602824.68,796306.37,5088288,89,19,Fit,2025,375.15
MATCH1559,04-06-2025,Football,France,PSG,LeBron James,"Cooper, Davis and Bell",Olympic Park,24,2,7,29.33,20997,2451200.02,1339240.46,8562160,29,0,Recovering,2025,493.8
MATCH1560,11-12-2024,Tennis,USA,Grand Slam,Erling Haaland,Norman-Scott,Arena B,25,123,41,76.22,44107,2861401.27,203385.3,1075324,92,17,Fit,2024,408.31
MATCH1561,23-07-2024,Football,Spain,PSG,Kylian Mbappe,Hooper Ltd,Olympic Park,5,132,37,63.12,90419,629205.75,1507211.44,1978404,24,19,Recovering,2023,12.61
MATCH1562,06-05-2023,Tennis,India,Grand Slam,Virat Kohli,"Daniel, Price and Hawkins",Sports Complex,14,167,10,27.03,38654,4258736.03,74835.53,2102406,65,9,Minor Injury,2025,94.09
